Date,Name,Year,Letterboxd URI,Rating
2025-06-16,Godzilla × Kong: The New Empire,2024,https://boxd.it/v1PK,3.5
2025-06-16,Dinner in America,2020,https://boxd.it/oinu,5
2025-06-17,He's Just Not That Into You,2009,https://boxd.it/1WSG,4
2025-06-18,21 Jump Street,2012,https://boxd.it/J0,3.5
2025-06-19,Stars at Noon,2022,https://boxd.it/mfNU,3
2025-06-19,Up in the Air,2009,https://boxd.it/1zPY,3.5
2025-06-19,Anora,2024,https://boxd.it/Egcw,4
2025-06-20,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,5
2025-06-20,Batman Begins,2005,https://boxd.it/2aIg,5
2025-06-20,Her,2013,https://boxd.it/4O24,3
2025-06-22,Little Fish,2020,https://boxd.it/lAFK,4
2025-06-22,The Thing,1982,https://boxd.it/294O,3.5
2025-06-22,The Crush,1993,https://boxd.it/1fy4,2.5
2025-06-23,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,4
2025-06-23,Spider-Man 2,2004,https://boxd.it/2a88,4
2025-06-23,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,5
2025-06-23,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,5
2025-06-23,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,5
2025-06-23,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,5
2025-06-23,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,4
2025-06-23,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5
2025-06-23,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3.5
2025-06-24,How to Train Your Dragon 2,2014,https://boxd.it/2TRW,5
2025-06-24,House of Gucci,2021,https://boxd.it/nVkC,2.5
2025-06-24,How to Train Your Dragon: The Hidden World,2019,https://boxd.it/5a9w,5
2025-06-25,12 Angry Men,1957,https://boxd.it/2auI,5
2025-06-25,Mad Max 2,1981,https://boxd.it/1ZPg,4
2025-06-25,Mad Max Beyond Thunderdome,1985,https://boxd.it/1YTm,3
2025-06-25,The Prince of Egypt,1998,https://boxd.it/1XGQ,4
2025-06-25,Mad Max: Fury Road,2015,https://boxd.it/2DjO,5
2025-06-25,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,4
2025-06-27,Ophelia,2018,https://boxd.it/fc6E,4
2025-06-27,Cruel Intentions 2,2000,https://boxd.it/235c,3
2025-06-27,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/1T7s,4.5
2025-06-27,Matchstick Men,2003,https://boxd.it/215a,3.5
2025-06-27,Fantastic Four,2005,https://boxd.it/1XVw,3
2025-06-28,Taxi,2004,https://boxd.it/1UMc,2.5
2025-07-01,The Day After Tomorrow,2004,https://boxd.it/2aog,4
2025-07-01,Primal Fear,1996,https://boxd.it/28ws,5
2025-07-01,Rush,2013,https://boxd.it/3lyS,3.5
2025-07-01,Before Midnight,2013,https://boxd.it/4ive,4
2025-07-01,Megalopolis,2024,https://boxd.it/lPBS,0.5
2025-07-02,Pleasantville,1998,https://boxd.it/26uY,4.5
2025-07-02,22 Jump Street,2014,https://boxd.it/5Fvy,3.5
2025-07-02,Eyes Wide Shut,1999,https://boxd.it/2axs,3
2025-07-03,Magic Mike XXL,2015,https://boxd.it/7TTS,2
2025-07-03,I Am Number Four,2011,https://boxd.it/MXY,1.5
2025-07-03,The Matrix Revolutions,2003,https://boxd.it/2a12,3.5
2025-07-04,The Animatrix,2003,https://boxd.it/qH0,4.5
2025-07-04,Mad God,2021,https://boxd.it/vVPm,4
2025-07-07,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,5
2025-07-07,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,4
2025-07-08,War for the Planet of the Apes,2017,https://boxd.it/8FE2,5
2025-07-08,Kingdom of the Planet of the Apes,2024,https://boxd.it/ohEE,3.5
2025-07-09,The Art of Racing in the Rain,2019,https://boxd.it/iYWk,2.5
2025-07-09,Magnolia,1999,https://boxd.it/2aze,4
2025-07-09,Warfare,2025,https://boxd.it/LbRo,4
2025-07-09,To Die For,1995,https://boxd.it/2a5o,4
2025-07-10,The Other Boleyn Girl,2008,https://boxd.it/1Sl4,3.5
2025-07-10,Original Sin,2001,https://boxd.it/27xk,4
2025-07-10,Sing Street,2016,https://boxd.it/cOo6,4
2025-07-12,The Graduate,1967,https://boxd.it/18Im,5
2025-07-14,I Care a Lot,2020,https://boxd.it/mcHk,3
2025-07-14,Sanctuary,2022,https://boxd.it/wPKW,3.5
2025-07-14,Sinbad: Legend of the Seven Seas,2003,https://boxd.it/1Oa2,4
2025-07-15,Barbarian,2022,https://boxd.it/yohi,4
2025-07-16,Y Tu Mamá También,2001,https://boxd.it/28QM,4.5
2025-07-16,Oldboy,2003,https://boxd.it/29R2,4.5
2025-07-16,The Matrix Resurrections,2021,https://boxd.it/n87k,2
2025-07-16,A Woman Under the Influence,1974,https://boxd.it/1myg,4
2025-07-16,Grandma's Boy,2006,https://boxd.it/1XzK,4
2025-07-16,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,4
2025-07-16,Jumanji: The Next Level,2019,https://boxd.it/ixu4,3
2025-07-17,Journey to the Center of the Earth,2008,https://boxd.it/38EI,3
2025-07-17,My Salinger Year,2020,https://boxd.it/mWng,3.5
2025-07-17,Baywatch,2017,https://boxd.it/biG6,3
2025-07-17,The Secret Life of Walter Mitty,2013,https://boxd.it/3SWy,5
2025-07-17,Three Colours: Blue,1993,https://boxd.it/2b7K,4
2025-07-17,Working Girl,1988,https://boxd.it/25ha,4
2025-07-18,Magic Mike's Last Dance,2023,https://boxd.it/y9g0,1
2025-07-19,Boogie Nights,1997,https://boxd.it/23um,5
2025-07-20,F1,2025,https://boxd.it/yjVM,3.5
2025-07-22,The Phoenician Scheme,2025,https://boxd.it/H0Ca,4
2025-07-22,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4.5
2025-07-23,Cruel Intentions 3,2004,https://boxd.it/234S,0.5
2025-07-24,Knight of Cups,2015,https://boxd.it/34Qq,2.5
2025-07-25,Happy Gilmore,1996,https://boxd.it/1Yey,3.5
2025-07-26,Three Colours: White,1994,https://boxd.it/2b7A,3.5
2025-07-27,Leave the World Behind,2023,https://boxd.it/re0i,2.5
2025-07-27,Happy Gilmore 2,2025,https://boxd.it/M8PQ,3.5
2025-08-04,Glass,2019,https://boxd.it/g3uO,3
2025-08-04,Predator: Killer of Killers,2025,https://boxd.it/QYvQ,4
2025-08-05,The Beach,2000,https://boxd.it/27T6,5
2025-08-05,Predator,1987,https://boxd.it/2b84,3.5
2025-08-05,Ice Princess,2005,https://boxd.it/1QjA,4
2025-08-05,The Princess Diaries 2: Royal Engagement,2004,https://boxd.it/1UyY,2.5
2025-08-05,Split,2016,https://boxd.it/dgSy,4
2025-08-06,Chungking Express,1994,https://boxd.it/1UDa,4.5
2025-08-07,Strange But True,2019,https://boxd.it/gSB2,1
2025-08-07,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/eSk2,3
2025-08-10,Together,2025,https://boxd.it/LdFE,3
2025-08-11,Margin Call,2011,https://boxd.it/CJ8,4
2025-08-11,The Florida Project,2017,https://boxd.it/dMG0,4
2025-08-12,In the Mood for Love,2000,https://boxd.it/29tE,4
2025-08-13,Presumed Innocent,1990,https://boxd.it/1UEW,3.5
2025-08-13,Pacific Rim,2013,https://boxd.it/2cB2,4
2025-08-13,Ballerina,2025,https://boxd.it/jKqG,3.5
2025-08-15,Gummo,1997,https://boxd.it/1H0Y,3
2025-08-15,Elizabethtown,2005,https://boxd.it/1Ydq,1
2025-08-16,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI,5
2025-08-17,Days of Heaven,1978,https://boxd.it/1JRg,4.5
2025-08-17,Hallow Road,2025,https://boxd.it/JKYq,4
2025-08-18,The Iron Claw,2023,https://boxd.it/w5Pm,4.5
2025-08-19,Nosferatu,2024,https://boxd.it/f5eG,3.5
2025-08-20,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA,3.5
2025-08-22,"Girl, Interrupted",1999,https://boxd.it/25ds,3
2025-08-23,Twilight,2008,https://boxd.it/1Zui,3
2025-08-25,Arrival,2016,https://boxd.it/aNGk,3.5
2025-08-26,The Accountant²,2025,https://boxd.it/wOm0,1.5
2025-08-26,Predator 2,1990,https://boxd.it/2aY4,3
2025-08-26,Little Miss Sunshine,2006,https://boxd.it/29EW,4.5
2025-08-28,Prisoners,2013,https://boxd.it/4E5i,5
2025-08-29,Predators,2010,https://boxd.it/1d9m,2.5
2025-08-29,Flow,2024,https://boxd.it/v1Ei,4.5
2025-08-30,Need for Speed,2014,https://boxd.it/4p90,2
2025-09-02,The Lost World: Jurassic Park,1997,https://boxd.it/2azS,3.5
2025-09-02,The Apartment,1960,https://boxd.it/2aGE,4
2025-09-03,Psycho,1960,https://boxd.it/2ab2,5
2025-09-04,We Live in Time,2024,https://boxd.it/FC5u,3.5
2025-09-04,The Aviator,2004,https://boxd.it/26BU,4
2025-09-06,Red Lights,2012,https://boxd.it/2Bvo,2.5
2025-09-06,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,4
2025-09-06,Fallen Angels,1995,https://boxd.it/1UkW,4
2025-09-07,Hacksaw Ridge,2016,https://boxd.it/azew,5
2025-09-07,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,4
2025-09-08,I Come,2000,https://boxd.it/Lws,3.5
2025-09-08,Mean Streets,1973,https://boxd.it/2aSU,3.5
2025-09-08,Vanilla Sky,2001,https://boxd.it/27TK,4.5
2025-09-09,Bandidas,2006,https://boxd.it/27JA,3.5
2025-09-09,Thelma & Louise,1991,https://boxd.it/28Ew,5
2025-09-09,Scream,1996,https://boxd.it/24EC,4
2025-09-10,Blue Velvet,1986,https://boxd.it/29BI,4
2025-09-10,The Bourne Identity,2002,https://boxd.it/26EO,4
2025-09-10,Get Out,2017,https://boxd.it/eOCm,4
2025-09-10,The Sound of Music,1965,https://boxd.it/1MLK,5
2025-09-10,Gone with the Wind,1939,https://boxd.it/29Fq,4.5
2025-09-10,Longlegs,2024,https://boxd.it/KzLM,3.5
2025-09-11,The Conjuring 2,2016,https://boxd.it/7GJg,4
2025-09-12,King Kong,2005,https://boxd.it/2aLa,3
2025-09-12,Star Trek: The Motion Picture,1979,https://boxd.it/2b0O,4
2025-09-12,Tape,2001,https://boxd.it/1yCu,4
2025-09-12,The Predator,2018,https://boxd.it/bDw2,1.5
2025-09-13,Caught Stealing,2025,https://boxd.it/LnyS,4
2025-09-14,The Thursday Murder Club,2025,https://boxd.it/rXju,2.5
2025-09-15,The Brutalist,2024,https://boxd.it/k4BO,4
2025-09-15,Star Trek,2009,https://boxd.it/1Q6c,4
2025-09-16,Grand Prix,1966,https://boxd.it/1DzK,5
2025-09-16,Godzilla Minus One,2023,https://boxd.it/zu4c,4.5
2025-09-16,The Skin I Live In,2011,https://boxd.it/99A,4
2025-09-20,Citizen Kane,1941,https://boxd.it/71O,3
2025-09-23,Interview with the Vampire,1994,https://boxd.it/29XO,3.5
2025-09-24,Red Dawn,1984,https://boxd.it/27X8,4
2025-09-24,Casino,1995,https://boxd.it/2ads,5
2025-09-27,The Incredibles,2004,https://boxd.it/1XLm,5
2025-09-27,Incredibles 2,2018,https://boxd.it/7IPg,3.5
2025-09-29,Bridget Jones: Mad About the Boy,2025,https://boxd.it/Mu9s,2
2025-09-29,Bridget Jones's Baby,2016,https://boxd.it/3jQU,2.5
2025-09-29,Schindler's List,1993,https://boxd.it/2aq2,5
2025-09-29,Raging Bull,1980,https://boxd.it/28yI,4
2025-10-05,Life Is Beautiful,1997,https://boxd.it/29Wm,5
2025-10-08,Contact,1997,https://boxd.it/29OM,3.5
2025-10-10,Incendies,2010,https://boxd.it/Msm,5
2025-10-11,Mulan,1998,https://boxd.it/1VFw,5
2025-10-13,Roman Holiday,1953,https://boxd.it/29zW,5
2025-10-15,Once Upon a Time in the West,1968,https://boxd.it/2az4,4
2025-10-20,The Courier,2024,https://boxd.it/HtoQ,2.5
2025-11-16,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,3.5
2025-11-19,TRON: Ares,2025,https://boxd.it/jqdM,2.5
2025-11-23,Pocahontas,1995,https://boxd.it/1W2g,4
2025-12-02,Thesis,1996,https://boxd.it/1Z1U,5
2025-12-05,Legend,2015,https://boxd.it/8qZY,4.5
2025-12-05,Sommersby,1993,https://boxd.it/296A,3.5
